% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
53.811	1	1	5382	2	1	28	2196	0	0	0
53.911	1	1	5392	2	1	28	2196	0	0	0
54.011	1	1	5402	2	1	28	2196	0	0	0
54.111	1	1	5412	2	1	28	2196	0	0	0
54.211	1	1	5422	2	1	28	2196	0	0	0
54.311	1	1	5432	2	1	28	2196	0	0	0
54.411	1	1	5442	2	1	28	2196	0	0	0
54.511	1	1	5452	2	1	28	2196	0	0	0
54.611	1	1	5462	2	1	28	2196	0	0	0
54.711	1	1	5472	2	1	28	2196	0	0	0
54.811	1	1	5482	2	1	28	2196	0	0	0
54.911	1	1	5492	2	1	28	2196	0	0	0
55.011	1	1	5502	2	1	28	2196	0	0	0
55.111	1	1	5512	2	1	28	2196	0	0	0
55.211	1	1	5522	2	1	28	2196	0	0	0
55.311	1	1	5532	2	1	28	2196	0	0	0
55.411	1	1	5542	2	1	28	2196	0	0	0
55.511	1	1	5552	2	1	28	2196	0	0	0
55.611	1	1	5562	2	1	28	2196	0	0	0
55.711	1	1	5572	2	1	28	2196	0	0	0
55.811	1	1	5582	2	1	28	2196	0	0	0
55.911	1	1	5592	2	1	28	2196	0	0	0
56.011	1	1	5602	2	1	28	2196	0	0	0
56.111	1	1	5612	2	1	28	2196	0	0	0
56.211	1	1	5622	2	1	28	2196	0	0	0
56.311	1	1	5632	2	1	28	2196	0	0	0
56.411	1	1	5642	2	1	28	2196	0	0	0
56.511	1	1	5652	2	1	28	2196	0	0	0
56.611	1	1	5662	2	1	28	2196	0	0	0
56.711	1	1	5672	2	1	28	2196	0	0	0
56.811	1	1	5682	2	1	28	2196	0	0	0
56.911	1	1	5692	2	1	28	2196	0	0	0
57.011	1	1	5702	2	1	28	2196	0	0	0
57.111	1	1	5712	2	1	28	2196	0	0	0
57.211	1	1	5722	2	1	28	2196	0	0	0
57.311	1	1	5732	2	1	28	2196	0	0	0
57.411	1	1	5742	2	1	28	2196	0	0	0
57.511	1	1	5752	2	1	28	2196	0	0	0
57.611	1	1	5762	2	1	28	2196	0	0	0
57.711	1	1	5772	2	1	28	2196	0	0	0
57.811	1	1	5782	2	1	28	2196	0	0	0
57.911	1	1	5792	2	1	28	2196	0	0	0
58.011	1	1	5802	2	1	28	2196	0	0	0
58.111	1	1	5812	2	1	28	2196	0	0	0
58.211	1	1	5822	2	1	28	2196	0	0	0
58.311	1	1	5832	2	1	28	2196	0	0	0
58.411	1	1	5842	2	1	28	2196	0	0	0
58.511	1	1	5852	2	1	28	2196	0	0	0
58.611	1	1	5862	2	1	28	2196	0	0	0
58.711	1	1	5872	2	1	28	2196	0	0	0
58.811	1	1	5882	2	1	28	2196	0	0	0
58.911	1	1	5892	2	1	28	2196	0	0	0
59.011	1	1	5902	2	1	28	2196	0	0	0
59.111	1	1	5912	2	1	28	2196	0	0	0
59.211	1	1	5922	2	1	28	2196	0	0	0
59.311	1	1	5932	2	1	28	2196	0	0	0
59.411	1	1	5942	2	1	28	2196	0	0	0
59.511	1	1	5952	2	1	28	2196	0	0	0
59.611	1	1	5962	2	1	28	2196	0	0	0
59.711	1	1	5972	2	1	28	2196	0	0	0
59.811	1	1	5982	2	1	28	2196	0	0	0
59.911	1	1	5992	2	1	28	2196	0	0	0
60.011	1	1	6002	2	1	28	2196	0	0	0
60.111	1	1	6012	2	1	28	2196	0	0	0
60.211	1	1	6022	2	1	28	2196	0	0	0
60.311	1	1	6032	2	1	28	2196	0	0	0
60.411	1	1	6042	2	1	28	2196	0	0	0
60.511	1	1	6052	2	1	28	2196	0	0	0
60.611	1	1	6062	2	1	28	2196	0	0	0
60.711	1	1	6072	2	1	28	2196	0	0	0
60.811	1	1	6082	2	1	28	2196	0	0	0
60.911	1	1	6092	2	1	28	2196	0	0	0
61.011	1	1	6102	2	1	28	2196	0	0	0
61.111	1	1	6112	2	1	28	2196	0	0	0
61.211	1	1	6122	2	1	28	2196	0	0	0
61.311	1	1	6132	2	1	28	2196	0	0	0
61.411	1	1	6142	2	1	28	2196	0	0	0
61.511	1	1	6152	2	1	28	2196	0	0	0
61.611	1	1	6162	2	1	28	2196	0	0	0
61.711	1	1	6172	2	1	28	2196	0	0	0
61.811	1	1	6182	2	1	28	2196	0	0	0
61.911	1	1	6192	2	1	28	2196	0	0	0
62.011	1	1	6202	2	1	28	2196	0	0	0
62.111	1	1	6212	2	1	28	2196	0	0	0
62.211	1	1	6222	2	1	28	2196	0	0	0
62.311	1	1	6232	2	1	28	2196	0	0	0
62.411	1	1	6242	2	1	28	2196	0	0	0
62.511	1	1	6252	2	1	28	2196	0	0	0
62.611	1	1	6262	2	1	28	2196	0	0	0
62.711	1	1	6272	2	1	28	2196	0	0	0
62.811	1	1	6282	2	1	28	2196	0	0	0
62.911	1	1	6292	2	1	28	2196	0	0	0
63.011	1	1	6302	2	1	28	2196	0	0	0
63.111	1	1	6312	2	1	28	2196	0	0	0
63.211	1	1	6322	2	1	28	2196	0	0	0
63.311	1	1	6332	2	1	28	2196	0	0	0
63.411	1	1	6342	2	1	28	2196	0	0	0
63.511	1	1	6352	2	1	28	2196	0	0	0
63.611	1	1	6362	2	1	28	2196	0	0	0
63.711	1	1	6372	2	1	28	2196	0	0	0
63.811	1	1	6382	2	1	28	2196	0	0	0
63.911	1	1	6392	2	1	28	2196	0	0	0
64.011	1	1	6402	2	1	28	2196	0	0	0
64.111	1	1	6412	2	1	28	2196	0	0	0
64.211	1	1	6422	2	1	28	2196	0	0	0
64.311	1	1	6432	2	1	28	2196	0	0	0
64.411	1	1	6442	2	1	28	2196	0	0	0
64.511	1	1	6452	2	1	28	2196	0	0	0
64.611	1	1	6462	2	1	28	2196	0	0	0
64.711	1	1	6472	2	1	28	2196	0	0	0
64.811	1	1	6482	2	1	28	2196	0	0	0
64.911	1	1	6492	2	1	28	2196	0	0	0
65.011	1	1	6502	2	1	28	2196	0	0	0
65.111	1	1	6512	2	1	28	2196	0	0	0
65.211	1	1	6522	2	1	28	2196	0	0	0
65.311	1	1	6532	2	1	28	2196	0	0	0
65.411	1	1	6542	2	1	28	2196	0	0	0
65.511	1	1	6552	2	1	28	2196	0	0	0
65.611	1	1	6562	2	1	28	2196	0	0	0
65.711	1	1	6572	2	1	28	2196	0	0	0
65.811	1	1	6582	2	1	28	2196	0	0	0
65.911	1	1	6592	2	1	28	2196	0	0	0
66.011	1	1	6602	2	1	28	2196	0	0	0
66.111	1	1	6612	2	1	28	2196	0	0	0
66.211	1	1	6622	2	1	28	2196	0	0	0
66.311	1	1	6632	2	1	28	2196	0	0	0
66.411	1	1	6642	2	1	28	2196	0	0	0
66.511	1	1	6652	2	1	28	2196	0	0	0
66.611	1	1	6662	2	1	28	2196	0	0	0
66.711	1	1	6672	2	1	28	2196	0	0	0
66.811	1	1	6682	2	1	28	2196	0	0	0
66.911	1	1	6692	2	1	28	2196	0	0	0
67.011	1	1	6702	2	1	28	2196	0	0	0
67.111	1	1	6712	2	1	28	2196	0	0	0
67.211	1	1	6722	2	1	28	2196	0	0	0
67.311	1	1	6732	2	1	28	2196	0	0	0
67.411	1	1	6742	2	1	28	2196	0	0	0
67.511	1	1	6752	2	1	28	2196	0	0	0
67.611	1	1	6762	2	1	28	2196	0	0	0
67.711	1	1	6772	2	1	28	2196	0	0	0
67.811	1	1	6782	2	1	28	2196	0	0	0
67.911	1	1	6792	2	1	28	2196	0	0	0
68.011	1	1	6802	2	1	28	2196	0	0	0
68.111	1	1	6812	2	1	28	2196	0	0	0
68.211	1	1	6822	2	1	28	2196	0	0	0
68.311	1	1	6832	2	1	28	2196	0	0	0
68.411	1	1	6842	2	1	28	2196	0	0	0
68.511	1	1	6852	2	1	28	2196	0	0	0
68.611	1	1	6862	2	1	28	2196	0	0	0
68.711	1	1	6872	2	1	28	2196	0	0	0
68.811	1	1	6882	2	1	28	2196	0	0	0
68.911	1	1	6892	2	1	28	2196	0	0	0
69.011	1	1	6902	2	1	28	2196	0	0	0
69.111	1	1	6912	2	1	28	2196	0	0	0
69.211	1	1	6922	2	1	28	2196	0	0	0
69.311	1	1	6932	2	1	28	2196	0	0	0
69.411	1	1	6942	2	1	28	2196	0	0	0
69.511	1	1	6952	2	1	28	2196	0	0	0
69.611	1	1	6962	2	1	28	2196	0	0	0
69.711	1	1	6972	2	1	28	2196	0	0	0
69.811	1	1	6982	2	1	28	2196	0	0	0
69.911	1	1	6992	2	1	28	2196	0	0	0
70.011	1	1	7002	2	1	28	2196	0	0	0
70.111	1	1	7012	2	1	28	2196	0	0	0
70.211	1	1	7022	2	1	28	2196	0	0	0
70.311	1	1	7032	2	1	28	2196	0	0	0
70.411	1	1	7042	2	1	28	2196	0	0	0
70.511	1	1	7052	2	1	28	2196	0	0	0
70.611	1	1	7062	2	1	28	2196	0	0	0
70.711	1	1	7072	2	1	28	2196	0	0	0
70.811	1	1	7082	2	1	28	2196	0	0	0
70.911	1	1	7092	2	1	28	2196	0	0	0
71.011	1	1	7102	2	1	28	2196	0	0	0
71.111	1	1	7112	2	1	28	2196	0	0	0
71.211	1	1	7122	2	1	28	2196	0	0	0
71.311	1	1	7132	2	1	28	2196	0	0	0
71.411	1	1	7142	2	1	28	2196	0	0	0
71.511	1	1	7152	2	1	28	2196	0	0	0
71.611	1	1	7162	2	1	28	2196	0	0	0
71.711	1	1	7172	2	1	28	2196	0	0	0
71.811	1	1	7182	2	1	28	2196	0	0	0
71.911	1	1	7192	2	1	28	2196	0	0	0
72.011	1	1	7202	2	1	28	2196	0	0	0
72.111	1	1	7212	2	1	28	2196	0	0	0
72.211	1	1	7222	2	1	28	2196	0	0	0
72.311	1	1	7232	2	1	28	2196	0	0	0
72.411	1	1	7242	2	1	28	2196	0	0	0
72.511	1	1	7252	2	1	28	2196	0	0	0
72.611	1	1	7262	2	1	28	2196	0	0	0
72.711	1	1	7272	2	1	28	2196	0	0	0
72.811	1	1	7282	2	1	28	2196	0	0	0
72.911	1	1	7292	2	1	28	2196	0	0	0
73.011	1	1	7302	2	1	28	2196	0	0	0
73.111	1	1	7312	2	1	28	2196	0	0	0
73.211	1	1	7322	2	1	28	2196	0	0	0
73.311	1	1	7332	2	1	28	2196	0	0	0
73.411	1	1	7342	2	1	28	2196	0	0	0
73.511	1	1	7352	2	1	28	2196	0	0	0
73.611	1	1	7362	2	1	28	2196	0	0	0
73.711	1	1	7372	2	1	28	2196	0	0	0
73.811	1	1	7382	2	1	28	2196	0	0	0
73.911	1	1	7392	2	1	28	2196	0	0	0
74.011	1	1	7402	2	1	28	2196	0	0	0
74.111	1	1	7412	2	1	28	2196	0	0	0
74.211	1	1	7422	2	1	28	2196	0	0	0
74.311	1	1	7432	2	1	28	2196	0	0	0
74.411	1	1	7442	2	1	28	2196	0	0	0
74.511	1	1	7452	2	1	28	2196	0	0	0
74.611	1	1	7462	2	1	28	2196	0	0	0
74.711	1	1	7472	2	1	28	2196	0	0	0
74.811	1	1	7482	2	1	28	2196	0	0	0
74.911	1	1	7492	2	1	28	2196	0	0	0
75.011	1	1	7502	2	1	28	2196	0	0	0
75.111	1	1	7512	2	1	28	2196	0	0	0
75.211	1	1	7522	2	1	28	2196	0	0	0
75.311	1	1	7532	2	1	28	2196	0	0	0
75.411	1	1	7542	2	1	28	2196	0	0	0
75.511	1	1	7552	2	1	28	2196	0	0	0
75.611	1	1	7562	2	1	28	2196	0	0	0
75.711	1	1	7572	2	1	28	2196	0	0	0
75.811	1	1	7582	2	1	28	2196	0	0	0
75.911	1	1	7592	2	1	28	2196	0	0	0
76.011	1	1	7602	2	1	28	2196	0	0	0
76.111	1	1	7612	2	1	28	2196	0	0	0
76.211	1	1	7622	2	1	28	2196	0	0	0
76.311	1	1	7632	2	1	28	2196	0	0	0
76.411	1	1	7642	2	1	28	2196	0	0	0
76.511	1	1	7652	2	1	28	2196	0	0	0
76.611	1	1	7662	2	1	28	2196	0	0	0
76.711	1	1	7672	2	1	28	2196	0	0	0
76.811	1	1	7682	2	1	28	2196	0	0	0
76.911	1	1	7692	2	1	28	2196	0	0	0
77.011	1	1	7702	2	1	28	2196	0	0	0
77.111	1	1	7712	2	1	28	2196	0	0	0
77.211	1	1	7722	2	1	28	2196	0	0	0
77.311	1	1	7732	2	1	28	2196	0	0	0
77.411	1	1	7742	2	1	28	2196	0	0	0
77.511	1	1	7752	2	1	28	2196	0	0	0
77.611	1	1	7762	2	1	28	2196	0	0	0
77.711	1	1	7772	2	1	28	2196	0	0	0
77.811	1	1	7782	2	1	28	2196	0	0	0
77.911	1	1	7792	2	1	28	2196	0	0	0
78.011	1	1	7802	2	1	28	2196	0	0	0
78.111	1	1	7812	2	1	28	2196	0	0	0
78.211	1	1	7822	2	1	28	2196	0	0	0
78.311	1	1	7832	2	1	28	2196	0	0	0
78.411	1	1	7842	2	1	28	2196	0	0	0
78.511	1	1	7852	2	1	28	2196	0	0	0
78.611	1	1	7862	2	1	28	2196	0	0	0
78.711	1	1	7872	2	1	28	2196	0	0	0
78.811	1	1	7882	2	1	28	2196	0	0	0
78.911	1	1	7892	2	1	28	2196	0	0	0
79.011	1	1	7902	2	1	28	2196	0	0	0
79.111	1	1	7912	2	1	28	2196	0	0	0
79.211	1	1	7922	2	1	28	2196	0	0	0
79.311	1	1	7932	2	1	28	2196	0	0	0
79.411	1	1	7942	2	1	28	2196	0	0	0
79.511	1	1	7952	2	1	28	2196	0	0	0
79.611	1	1	7962	2	1	28	2196	0	0	0
79.711	1	1	7972	2	1	28	2196	0	0	0
79.811	1	1	7982	2	1	28	2196	0	0	0
79.911	1	1	7992	2	1	28	2196	0	0	0
80.011	1	1	8002	2	1	28	2196	0	0	0
80.111	1	1	8012	2	1	28	2196	0	0	0
80.211	1	1	8022	2	1	28	2196	0	0	0
80.311	1	1	8032	2	1	28	2196	0	0	0
80.411	1	1	8042	2	1	28	2196	0	0	0
80.511	1	1	8052	2	1	28	2196	0	0	0
80.611	1	1	8062	2	1	28	2196	0	0	0
80.711	1	1	8072	2	1	28	2196	0	0	0
80.811	1	1	8082	2	1	28	2196	0	0	0
80.911	1	1	8092	2	1	28	2196	0	0	0
81.011	1	1	8102	2	1	28	2196	0	0	0
81.111	1	1	8112	2	1	28	2196	0	0	0
81.211	1	1	8122	2	1	28	2196	0	0	0
81.311	1	1	8132	2	1	28	2196	0	0	0
81.411	1	1	8142	2	1	28	2196	0	0	0
81.511	1	1	8152	2	1	28	2196	0	0	0
81.611	1	1	8162	2	1	28	2196	0	0	0
81.711	1	1	8172	2	1	28	2196	0	0	0
81.811	1	1	8182	2	1	28	2196	0	0	0
81.911	1	1	8192	2	1	28	2196	0	0	0
82.011	1	1	8202	2	1	28	2196	0	0	0
82.111	1	1	8212	2	1	28	2196	0	0	0
82.211	1	1	8222	2	1	28	2196	0	0	0
82.311	1	1	8232	2	1	28	2196	0	0	0
82.411	1	1	8242	2	1	28	2196	0	0	0
82.511	1	1	8252	2	1	28	2196	0	0	0
82.611	1	1	8262	2	1	28	2196	0	0	0
82.711	1	1	8272	2	1	28	2196	0	0	0
82.811	1	1	8282	2	1	28	2196	0	0	0
82.911	1	1	8292	2	1	28	2196	0	0	0
83.011	1	1	8302	2	1	28	2196	0	0	0
83.111	1	1	8312	2	1	28	2196	0	0	0
83.211	1	1	8322	2	1	28	2196	0	0	0
83.311	1	1	8332	2	1	28	2196	0	0	0
83.411	1	1	8342	2	1	28	2196	0	0	0
83.511	1	1	8352	2	1	28	2196	0	0	0
83.611	1	1	8362	2	1	28	2196	0	0	0
83.711	1	1	8372	2	1	28	2196	0	0	0
83.811	1	1	8382	2	1	28	2196	0	0	0
83.911	1	1	8392	2	1	28	2196	0	0	0
84.011	1	1	8402	2	1	28	2196	0	0	0
84.111	1	1	8412	2	1	28	2196	0	0	0
84.211	1	1	8422	2	1	28	2196	0	0	0
84.311	1	1	8432	2	1	28	2196	0	0	0
84.411	1	1	8442	2	1	28	2196	0	0	0
84.511	1	1	8452	2	1	28	2196	0	0	0
84.611	1	1	8462	2	1	28	2196	0	0	0
84.711	1	1	8472	2	1	28	2196	0	0	0
84.811	1	1	8482	2	1	28	2196	0	0	0
84.911	1	1	8492	2	1	28	2196	0	0	0
85.011	1	1	8502	2	1	28	2196	0	0	0
85.111	1	1	8512	2	1	28	2196	0	0	0
85.211	1	1	8522	2	1	28	2196	0	0	0
85.311	1	1	8532	2	1	28	2196	0	0	0
85.411	1	1	8542	2	1	28	2196	0	0	0
85.511	1	1	8552	2	1	28	2196	0	0	0
85.611	1	1	8562	2	1	28	2196	0	0	0
85.711	1	1	8572	2	1	28	2196	0	0	0
85.811	1	1	8582	2	1	28	2196	0	0	0
85.911	1	1	8592	2	1	28	2196	0	0	0
86.011	1	1	8602	2	1	28	2196	0	0	0
86.111	1	1	8612	2	1	28	2196	0	0	0
86.211	1	1	8622	2	1	28	2196	0	0	0
86.311	1	1	8632	2	1	28	2196	0	0	0
86.411	1	1	8642	2	1	28	2196	0	0	0
86.511	1	1	8652	2	1	28	2196	0	0	0
86.611	1	1	8662	2	1	28	2196	0	0	0
86.711	1	1	8672	2	1	28	2196	0	0	0
86.811	1	1	8682	2	1	28	2196	0	0	0
86.911	1	1	8692	2	1	28	2196	0	0	0
87.011	1	1	8702	2	1	28	2196	0	0	0
87.111	1	1	8712	2	1	28	2196	0	0	0
87.211	1	1	8722	2	1	28	2196	0	0	0
87.311	1	1	8732	2	1	28	2196	0	0	0
87.411	1	1	8742	2	1	28	2196	0	0	0
87.511	1	1	8752	2	1	28	2196	0	0	0
87.611	1	1	8762	2	1	28	2196	0	0	0
87.711	1	1	8772	2	1	28	2196	0	0	0
87.811	1	1	8782	2	1	28	2196	0	0	0
87.911	1	1	8792	2	1	28	2196	0	0	0
88.011	1	1	8802	2	1	28	2196	0	0	0
88.111	1	1	8812	2	1	28	2196	0	0	0
88.211	1	1	8822	2	1	28	2196	0	0	0
88.311	1	1	8832	2	1	28	2196	0	0	0
88.411	1	1	8842	2	1	28	2196	0	0	0
88.511	1	1	8852	2	1	28	2196	0	0	0
88.611	1	1	8862	2	1	28	2196	0	0	0
88.711	1	1	8872	2	1	28	2196	0	0	0
88.811	1	1	8882	2	1	28	2196	0	0	0
88.911	1	1	8892	2	1	28	2196	0	0	0
89.011	1	1	8902	2	1	28	2196	0	0	0
89.111	1	1	8912	2	1	28	2196	0	0	0
89.211	1	1	8922	2	1	28	2196	0	0	0
89.311	1	1	8932	2	1	28	2196	0	0	0
89.411	1	1	8942	2	1	28	2196	0	0	0
89.511	1	1	8952	2	1	28	2196	0	0	0
89.611	1	1	8962	2	1	28	2196	0	0	0
89.711	1	1	8972	2	1	28	2196	0	0	0
89.811	1	1	8982	2	1	28	2196	0	0	0
89.911	1	1	8992	2	1	28	2196	0	0	0
90.011	1	1	9002	2	1	28	2196	0	0	0
90.111	1	1	9012	2	1	28	2196	0	0	0
90.211	1	1	9022	2	1	28	2196	0	0	0
90.311	1	1	9032	2	1	28	2196	0	0	0
90.411	1	1	9042	2	1	28	2196	0	0	0
90.511	1	1	9052	2	1	28	2196	0	0	0
90.611	1	1	9062	2	1	28	2196	0	0	0
90.711	1	1	9072	2	1	28	2196	0	0	0
90.811	1	1	9082	2	1	28	2196	0	0	0
90.911	1	1	9092	2	1	28	2196	0	0	0
91.011	1	1	9102	2	1	28	2196	0	0	0
91.111	1	1	9112	2	1	28	2196	0	0	0
91.211	1	1	9122	2	1	28	2196	0	0	0
91.311	1	1	9132	2	1	28	2196	0	0	0
91.411	1	1	9142	2	1	28	2196	0	0	0
91.511	1	1	9152	2	1	28	2196	0	0	0
91.611	1	1	9162	2	1	28	2196	0	0	0
91.711	1	1	9172	2	1	28	2196	0	0	0
91.811	1	1	9182	2	1	28	2196	0	0	0
91.911	1	1	9192	2	1	28	2196	0	0	0
92.011	1	1	9202	2	1	28	2196	0	0	0
92.111	1	1	9212	2	1	28	2196	0	0	0
92.211	1	1	9222	2	1	28	2196	0	0	0
92.311	1	1	9232	2	1	28	2196	0	0	0
92.411	1	1	9242	2	1	28	2196	0	0	0
92.511	1	1	9252	2	1	28	2196	0	0	0
92.611	1	1	9262	2	1	28	2196	0	0	0
92.711	1	1	9272	2	1	28	2196	0	0	0
92.811	1	1	9282	2	1	28	2196	0	0	0
92.911	1	1	9292	2	1	28	2196	0	0	0
93.011	1	1	9302	2	1	28	2196	0	0	0
93.111	1	1	9312	2	1	28	2196	0	0	0
93.211	1	1	9322	2	1	28	2196	0	0	0
93.311	1	1	9332	2	1	28	2196	0	0	0
93.411	1	1	9342	2	1	28	2196	0	0	0
93.511	1	1	9352	2	1	28	2196	0	0	0
93.611	1	1	9362	2	1	28	2196	0	0	0
93.711	1	1	9372	2	1	28	2196	0	0	0
93.811	1	1	9382	2	1	28	2196	0	0	0
93.911	1	1	9392	2	1	28	2196	0	0	0
94.011	1	1	9402	2	1	28	2196	0	0	0
94.111	1	1	9412	2	1	28	2196	0	0	0
94.211	1	1	9422	2	1	28	2196	0	0	0
94.311	1	1	9432	2	1	28	2196	0	0	0
94.411	1	1	9442	2	1	28	2196	0	0	0
94.511	1	1	9452	2	1	28	2196	0	0	0
94.611	1	1	9462	2	1	28	2196	0	0	0
94.711	1	1	9472	2	1	28	2196	0	0	0
94.811	1	1	9482	2	1	28	2196	0	0	0
94.911	1	1	9492	2	1	28	2196	0	0	0
95.011	1	1	9502	2	1	28	2196	0	0	0
95.111	1	1	9512	2	1	28	2196	0	0	0
95.211	1	1	9522	2	1	28	2196	0	0	0
95.311	1	1	9532	2	1	28	2196	0	0	0
95.411	1	1	9542	2	1	28	2196	0	0	0
95.511	1	1	9552	2	1	28	2196	0	0	0
95.611	1	1	9562	2	1	28	2196	0	0	0
95.711	1	1	9572	2	1	28	2196	0	0	0
95.811	1	1	9582	2	1	28	2196	0	0	0
95.911	1	1	9592	2	1	28	2196	0	0	0
96.011	1	1	9602	2	1	28	2196	0	0	0
96.111	1	1	9612	2	1	28	2196	0	0	0
96.211	1	1	9622	2	1	28	2196	0	0	0
96.311	1	1	9632	2	1	28	2196	0	0	0
96.411	1	1	9642	2	1	28	2196	0	0	0
96.511	1	1	9652	2	1	28	2196	0	0	0
96.611	1	1	9662	2	1	28	2196	0	0	0
96.711	1	1	9672	2	1	28	2196	0	0	0
96.811	1	1	9682	2	1	28	2196	0	0	0
96.911	1	1	9692	2	1	28	2196	0	0	0
97.011	1	1	9702	2	1	28	2196	0	0	0
97.111	1	1	9712	2	1	28	2196	0	0	0
97.211	1	1	9722	2	1	28	2196	0	0	0
97.311	1	1	9732	2	1	28	2196	0	0	0
97.411	1	1	9742	2	1	28	2196	0	0	0
97.511	1	1	9752	2	1	28	2196	0	0	0
97.611	1	1	9762	2	1	28	2196	0	0	0
97.711	1	1	9772	2	1	28	2196	0	0	0
97.811	1	1	9782	2	1	28	2196	0	0	0
97.911	1	1	9792	2	1	28	2196	0	0	0
98.011	1	1	9802	2	1	28	2196	0	0	0
98.111	1	1	9812	2	1	28	2196	0	0	0
98.211	1	1	9822	2	1	28	2196	0	0	0
98.311	1	1	9832	2	1	28	2196	0	0	0
98.411	1	1	9842	2	1	28	2196	0	0	0
98.511	1	1	9852	2	1	28	2196	0	0	0
98.611	1	1	9862	2	1	28	2196	0	0	0
98.711	1	1	9872	2	1	28	2196	0	0	0
98.811	1	1	9882	2	1	28	2196	0	0	0
98.911	1	1	9892	2	1	28	2196	0	0	0
99.011	1	1	9902	2	1	28	2196	0	0	0
99.111	1	1	9912	2	1	28	2196	0	0	0
99.211	1	1	9922	2	1	28	2196	0	0	0
99.311	1	1	9932	2	1	28	2196	0	0	0
99.411	1	1	9942	2	1	28	2196	0	0	0
99.511	1	1	9952	2	1	28	2196	0	0	0
99.611	1	1	9962	2	1	28	2196	0	0	0
99.711	1	1	9972	2	1	28	2196	0	0	0
99.811	1	1	9982	2	1	28	2196	0	0	0
99.911	1	1	9992	2	1	28	2196	0	0	0
